id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
13096,Mike Huckabee,1,yes,1,0,1,Jobs and Economy,1,,scott4youth,,0,,,#GOPDebates I'm all for a fair tax but your argument is a little soft #Huckabee,,06-08-2015 19:10,6.29E+17,"Newport, TN",
13097,Ben Carson,1,yes,1,0,1,None of the above,1,,TheeMissus,,3,,,"RT @SupermanHotMale: Dear Dr. Ben Carson, you, Sir need a labotomy #GopDebates",,06-08-2015 19:10,6.29E+17,"Boston, MA",Indiana (East)
13098,Jeb Bush,1,yes,1,0,1,None of the above,1,,KerriSullins,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:10,6.29E+17,,
13099,Mike Huckabee,1,yes,1,1,0.6585,Jobs and Economy,0.6585,,jsn2007,,0,,,@GovMikeHuckabee We worked for that social security. Cut the retirement of Congress before Americans. #GOPDebates,,06-08-2015 19:10,6.29E+17,USA,Eastern Time (US & Canada)
13100,Jeb Bush,1,yes,1,0,1,None of the above,1,,JackieRaeff,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:10,6.29E+17,Michigan ,Eastern Time (US & Canada)
13101,Ted Cruz,0.6813,yes,1,1,0.6813,None of the above,1,,MavisSchumacher,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06-08-2015 19:10,6.29E+17,Minnesota,Central Time (US & Canada)
13102,Chris Christie,1,yes,1,0,1,None of the above,1,,TweakedTweet,,0,,,@ChrisChristie Hates cops. #pensions #FOP #ThinBlueLine #GOPDebate #GOPDebates,,06-08-2015 19:10,6.29E+17,"Whoville, NY",Mid-Atlantic
13103,Rand Paul,0.2444,yes,0.6954,0,0.6954,None of the above,0.4836,,dudeinchicago,,31,,,RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:10,6.29E+17,,
13104,No candidate mentioned,0.4594,yes,0.6778,0,0.6778,None of the above,0.4594,,LeMeJustSay,,0,,,*pimps* #gopdebates,,06-08-2015 19:10,6.29E+17,Location: 'Merica,Mountain Time (US & Canada)
13105,Mike Huckabee,0.442,yes,0.6649,1,0.6649,Women's Issues (not abortion though),0.2269,,NateMJensen,,1,,,Huckabee just proposed a pimp tax. #GOPdebates,,06-08-2015 19:10,6.29E+17,"Silver Spring, MD",Eastern Time (US & Canada)
13106,Chris Christie,0.675,yes,1,0,0.675,None of the above,1,,JimmyJames38,,0,,,Christie has only pointed out the problems but hasn't revealed a solution #GOPDebates,,06-08-2015 19:10,6.29E+17,Center of the Buckeye,Eastern Time (US & Canada)
13107,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,smoothblink_pcs,,1,,,RT @averykayla: The fundamental problem is @FoxNews and the GOP party #GOPDebates #DebateWIthBernie,,06-08-2015 19:10,6.29E+17,United States,Pacific Time (US & Canada)
13108,Donald Trump,1,yes,1,0,0.6667,FOX News or Moderators,1,,TexasGirrl81,,66,,,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,,06-08-2015 19:10,6.29E+17,USA,
13109,Donald Trump,0.4025,yes,0.6344,1,0.6344,FOX News or Moderators,0.4025,,revden40,,66,,,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,,06-08-2015 19:10,6.29E+17,,Pacific Time (US & Canada)
13110,Donald Trump,1,yes,1,0,0.3646,None of the above,1,,Dannicoloff,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06-08-2015 19:10,6.29E+17,"Dallas, TX",
13111,No candidate mentioned,1,yes,1,0,0.6774,None of the above,0.6452,,scottaxe,,3,,,RT @racquetball54: I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer…,,06-08-2015 19:10,6.29E+17,Los Angeles ,
13112,No candidate mentioned,1,yes,1,1,0.3407,None of the above,1,,thejojophoto,,2,,,Not Usually In To Politics...But This Is Good Entertainment #GOPDebates,,06-08-2015 19:10,6.29E+17,,Eastern Time (US & Canada)
13113,Chris Christie,1,yes,1,1,1,None of the above,1,,BrendanKKirby,,0,,,It's @ChrisChristie vs. @MikeHuckabeeGOP on Social Security. Nice exchange on both sides. #GOPdebates #LZDebates,,06-08-2015 19:10,6.29E+17,"Mobile, AL",Central Time (US & Canada)
13114,Ben Carson,0.5304,yes,0.7283,0,0.7283,Jobs and Economy,0.5304,,Ok_Seen,,1,,,RT @fergie_spuds: Ben Carson's tithing tax system be like #GOPDebates http://t.co/OxohrZbBWz,,06-08-2015 19:10,6.29E+17,"Upper Gambles, Antigua",Atlantic Time (Canada)
13115,No candidate mentioned,0.6402,yes,1,0,0.6402,None of the above,0.6402,,Republikim1,,1,,,"""Lying and stealing from American Public has already occurred.""  #Christie  #GOPDebates",,06-08-2015 19:10,6.29E+17,,Pacific Time (US & Canada)
13116,Jeb Bush,0.3765,yes,0.6136,0,0.6136,None of the above,0.3765,,LibertarianLuke,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:10,6.29E+17,Death Wish for Evil,Pacific Time (US & Canada)
13117,Chris Christie,0.3974,yes,0.6304,0,0.6304,None of the above,0.3974,,michaelwalkerw1,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:10,6.29E+17,,
13118,No candidate mentioned,1,yes,1,0,0.6766,None of the above,1,,unbuttonmyeyes,,0,,,My favorite part of the #GOPDebates is when the candidates pretend not to be the people they are,,06-08-2015 19:10,6.29E+17,"New York, New York",
13119,Donald Trump,0.6664,yes,1,0,0.6664,FOX News or Moderators,0.6664,,bgdeangelis,,68,,,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate",,06-08-2015 19:10,6.29E+17,NJ-(born & raised),
13120,No candidate mentioned,0.6742,yes,1,1,0.6517,None of the above,1,,msgoddessrises,,0,,,When did you have time to tweet? #GOPDebates  https://t.co/45MSXf6wAM,,06-08-2015 19:10,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
13121,No candidate mentioned,1,yes,1,1,0.3646,FOX News or Moderators,1,,b140tweet,,1,,,"RT @Mullchess: @FoxNews Can't stand much more.  If these 10 are the best of the GOP, I love our chances in 2016 #GOPDebates #UniteBIue",,06-08-2015 19:09,6.29E+17,Heaven ,Eastern Time (US & Canada)
13122,No candidate mentioned,1,yes,1,1,0.6667,None of the above,0.6559,,jtnemo93,,0,,,"Who backs manned mission to Mars within 20yrs? Apollo missions,  led to tech jumps &amp; a sense of unity this country needs. #GOPDebates",,06-08-2015 19:09,6.29E+17,Hoboken,
13123,Chris Christie,1,yes,1,0,1,None of the above,1,,__Robyn_,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,U.S.A.,Eastern Time (US & Canada)
13124,Ted Cruz,0.6552,yes,1,1,0.6552,None of the above,0.6552,,Jwalesky,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06-08-2015 19:09,6.29E+17,"Clio, Mi",Eastern Time (US & Canada)
13125,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,0.6517,,averykayla,,1,,,The fundamental problem is @FoxNews and the GOP party #GOPDebates #DebateWIthBernie,,06-08-2015 19:09,6.29E+17,Boston,Eastern Time (US & Canada)
13126,No candidate mentioned,1,yes,1,1,0.6705,Women's Issues (not abortion though),0.6705,,OnlyTruthReign,,9,,,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#…",,06-08-2015 19:09,6.29E+17,Earth ,Atlantic Time (Canada)
13127,No candidate mentioned,1,yes,1,1,0.6444,None of the above,1,,CraigMacCormack,,47,,,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",,06-08-2015 19:09,6.29E+17,"North Attleboro, MA",Central Time (US & Canada)
13128,Jeb Bush,0.6651,yes,1,0,1,None of the above,1,,conserphilosofy,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,,Eastern Time (US & Canada)
13129,Chris Christie,0.4233,yes,0.6506,0,0.3373,,0.2273,,2oceans1,,60,,,RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates,,06-08-2015 19:09,6.29E+17,Castle Rock Colorado,Greenland
13130,Jeb Bush,1,yes,1,0,1,None of the above,1,,sydnizzlerizzle,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,601,Eastern Time (US & Canada)
13131,No candidate mentioned,1,yes,1,0,1,None of the above,1,,NYCdeb8tr,,3,,,We need a good and bad egg chute...to weed out these politicians...boos just aren't cutting it. #GOPDebates http://t.co/fon9QIYJeV,,06-08-2015 19:09,6.29E+17,,
13132,Chris Christie,1,yes,1,0,1,None of the above,1,,fisherynation,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13133,Jeb Bush,1,yes,1,0,1,None of the above,1,,UltraGator,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,ALLIGATOR TOWN,Eastern Time (US & Canada)
13134,Jeb Bush,1,yes,1,0,1,Jobs and Economy,1,,Czadrix,,6,,,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB",,06-08-2015 19:09,6.29E+17,♥Heaven N Earth♥,
13135,No candidate mentioned,1,yes,1,0,1,None of the above,0.6739,,jackalexstuart,,0,,,politics is so boring when you make it all about rich white straight men. #GOPDebates,,06-08-2015 19:09,6.29E+17,,Pacific Time (US & Canada)
13136,Chris Christie,1,yes,1,0,0.3523,None of the above,1,,scottaxe,,0,,,#GOPdebates Christy just buried Huckabee not that hard,,06-08-2015 19:09,6.29E+17,Los Angeles ,
13137,Scott Walker,1,yes,1,1,1,None of the above,1,,BrookeMetro,,0,,,Is Senator Scott Walker really @AlecBaldwin? #GOPDebates,,06-08-2015 19:09,6.29E+17,Los Angeles,Pacific Time (US & Canada)
13138,Donald Trump,1,yes,1,1,0.6813,None of the above,1,,Schmidsss,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06-08-2015 19:09,6.29E+17,,Quito
13139,Jeb Bush,1,yes,1,0,1,None of the above,1,,SonnieJohnson,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,What Day Is It?,Quito
13140,Chris Christie,1,yes,1,0,1,None of the above,1,,bonitabonbon07,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13141,Ted Cruz,0.6739,yes,1,1,0.6739,FOX News or Moderators,1,,mabvet,,0,,,“@RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates” nothing for @tedcruz,,06-08-2015 19:09,6.29E+17,,Eastern Time (US & Canada)
13142,No candidate mentioned,1,yes,1,0,0.6932,Jobs and Economy,0.6477,,RachelGPhD,,0,,,"Government secured bonds are not IOUs.  If they are, no one better tell China.  #gopdebates",,06-08-2015 19:09,6.29E+17,,Eastern Time (US & Canada)
13143,Chris Christie,1,yes,1,0,1,None of the above,1,,BowandArchery,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,USA,Arizona
13144,Jeb Bush,1,yes,1,1,0.6739,None of the above,1,,edgaroma_,,5,,,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates",,06-08-2015 19:09,6.29E+17,UPR-RP CIPO/ECON,Eastern Time (US & Canada)
13145,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,PWessinger,,0,,,@FoxNews address #PlannedParenthood and the butcher of babies for profit! #GOPDebate #GOPDebates,,06-08-2015 19:09,6.29E+17,"Douglasville, Ga",Pacific Time (US & Canada)
13146,Ted Cruz,1,yes,1,1,1,None of the above,1,,_Ash_Bell__,,65,,,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",,06-08-2015 19:09,6.29E+17,"Pittsburgh, PA",
13147,Jeb Bush,1,yes,1,0,1,None of the above,0.6591,,DMace8,,1,,,RT @KellyAnnBraun: OHHHHHHHH F*CK......Bush lies soooo bad.....sorry cussing now----#GOPDebates beating the UNIONS of F*****CCCKKK Noo I kn…,,06-08-2015 19:09,6.29E+17,,
13148,Chris Christie,1,yes,1,0,0.6154,None of the above,1,,AcesHigh10,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,Whitetop VA,
13149,Scott Walker,0.2284,yes,0.6703,0,0.6703,FOX News or Moderators,0.4493,,Twitlertwit,,1,,,RT @cheeriogrrrl: Obviously @RogerAiles doesn't want @ScottWalker as #President.  Is everyone okay with @FoxNews selecting the #GOP nominee…,,06-08-2015 19:09,6.29E+17,Cali,Pacific Time (US & Canada)
13150,Jeb Bush,1,yes,1,0,1,None of the above,1,,GatesRobin,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13151,Jeb Bush,1,yes,1,0,1,None of the above,1,,RealvilleToday,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13152,Chris Christie,1,yes,1,0,1,None of the above,1,,ssullivan315,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13153,Chris Christie,0.4211,yes,0.6489,0,0.6489,None of the above,0.4211,,BduayneAllen,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13154,Jeb Bush,1,yes,1,0,1,None of the above,1,,FlatoutDuc,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,"Willow Spring, NC",Eastern Time (US & Canada)
13155,No candidate mentioned,1,yes,1,0,1,None of the above,1,,NateMJensen,,2,,,These politicians and former government employees really hate politicians and government. #GOPdebates,,06-08-2015 19:09,6.29E+17,"Silver Spring, MD",Eastern Time (US & Canada)
13156,Jeb Bush,1,yes,1,0,1,FOX News or Moderators,1,,cygnetamore,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,Oklahoma,
13157,Jeb Bush,1,yes,1,0,1,None of the above,1,,lyonspride121,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,,
13158,Donald Trump,1,yes,1,1,0.3596,FOX News or Moderators,1,,Diesel2k2,,66,,,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,,06-08-2015 19:09,6.29E+17,USA,America/Denver
13159,Donald Trump,1,yes,1,0,1,FOX News or Moderators,1,,RonaldGorr1,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,,06-08-2015 19:09,6.29E+17,Arizona,Arizona
13160,Jeb Bush,1,yes,1,0,1,None of the above,1,,mylakai13,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,"Nashville, TN",
13161,Jeb Bush,1,yes,1,0,1,None of the above,1,,LogicPrevail,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,"MD, United States of America",
13162,Chris Christie,0.4492,yes,0.6702,0,0.6702,None of the above,0.4492,,johngaltfla,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,"Sarasota County, FLA",Eastern Time (US & Canada)
13163,Donald Trump,1,yes,1,1,0.7006,None of the above,1,,kaybeedoll,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06-08-2015 19:09,6.29E+17,Southern IL,Central Time (US & Canada)
13164,No candidate mentioned,1,yes,1,0,1,Jobs and Economy,1,,scott4youth,,0,,,"#GOPDebates If you saved for retirement and paid into social security, you don't get it back because you have 2 much for retirement? Stupid!",,06-08-2015 19:09,6.29E+17,"Newport, TN",
13165,Chris Christie,1,yes,1,0,1,None of the above,1,,MStavrinakis,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:09,6.29E+17,"Charleston, SC",
13166,Mike Huckabee,1,yes,1,0,1,None of the above,0.6422,,TommyLeeAllman,,1,,,Huckabee is a travesty. #GOPDEBATES,,06-08-2015 19:09,6.29E+17,,Mountain Time (US & Canada)
13167,Jeb Bush,1,yes,1,0,1,None of the above,1,,ThomasPaine5,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,"Salinas, CA",Pacific Time (US & Canada)
13168,No candidate mentioned,0.4605,yes,0.6786,0,0.6786,None of the above,0.2423,,jsc1835,,6,,,#GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional,,06-08-2015 19:09,6.29E+17,,Central Time (US & Canada)
13169,Jeb Bush,1,yes,1,0,0.7089,None of the above,1,,TexasGirrl81,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,USA,
13170,Jeb Bush,1,yes,1,0,1,None of the above,1,,bengranton,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:09,6.29E+17,"Camp Pendleton South, CA",
13171,Donald Trump,1,yes,1,0,1,FOX News or Moderators,1,,GettysburgGerry,,66,,,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,,06-08-2015 19:09,6.29E+17,Gettysburg Pa,
13172,No candidate mentioned,0.4329,yes,0.658,1,0.342,None of the above,0.4329,,indiebass,,0,,,"The #GOPDebates are probably as good a time as any to weigh in on this vital issue: #AprilLives (and #sharknadoyes, @HDTGM )",,06-08-2015 19:09,6.29E+17,,Eastern Time (US & Canada)
13173,No candidate mentioned,1,yes,1,0,1,Jobs and Economy,1,,racquetball54,,3,,,I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer do. #GOPDebates,,06-08-2015 19:08,6.29E+17,Pacific NW,
13174,Jeb Bush,0.4074,yes,0.6383,1,0.3191,,0.2309,,PurePolitics,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:08,6.29E+17,"Atlanta, DC, London",Central Time (US & Canada)
13175,No candidate mentioned,1,yes,1,0,1,None of the above,1,,YsabelleStewart,,0,,,You wouldn't buy a used car from any of these characters. #GOPdebates,,06-08-2015 19:08,6.29E+17,,
13176,Donald Trump,1,yes,1,0,0.64,None of the above,1,,alternativesart,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06-08-2015 19:08,6.29E+17,"Stouffville, Ontario",Central Time (US & Canada)
13177,No candidate mentioned,1,yes,1,1,0.6552,None of the above,0.6552,,MishaGutkin,,50,,,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,,06-08-2015 19:08,6.29E+17,New York,
13178,Chris Christie,1,yes,1,0,1,Healthcare (including Medicare),1,,Cluelessbetty,,1,,,"RT @Joy__Hart: Slash #SS #medicare said, Chris Christie ...... who will never be President #GopDebates #foxdebate",,06-08-2015 19:08,6.29E+17,The Bluegrass State,Central Time (US & Canada)
13179,Donald Trump,1,yes,1,1,0.663,None of the above,0.663,,jerivera5,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06-08-2015 19:08,6.29E+17,Texas,Central Time (US & Canada)
13180,Jeb Bush,1,yes,1,0,1,None of the above,1,,AmberCollett,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:08,6.29E+17,"New Haven, CT",Mountain Time (US & Canada)
13181,Rand Paul,1,yes,1,1,0.7021,None of the above,0.6383,,Instasiun,,0,,,"Washington by [at]jonford80 #gopdebates #demselfie. I saw all I needed to see, #randpaul was right about Isis &amp; for… http://t.co/Tkwyr327oY",,06-08-2015 19:08,6.29E+17,England,Novosibirsk
13182,Ted Cruz,1,yes,1,1,0.6531,None of the above,1,,hplem,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06-08-2015 19:08,6.29E+17,Bluer than blue NYS,Eastern Time (US & Canada)
13183,Ted Cruz,0.7,yes,1,1,0.3556,None of the above,1,,nsaidian,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06-08-2015 19:08,6.29E+17,USA,
13184,Mike Huckabee,1,yes,1,0,0.6707,Abortion,1,,EnzoWestie,,0,,,Huckabee has a look on his face like he'd rather be discussing giving constitutional rights to fetuses.  #gopdebates,,06-08-2015 19:08,6.29E+17,"Austin, Texas",Central Time (US & Canada)
13185,Ted Cruz,0.6604,yes,1,1,0.6642,None of the above,1,,JNYUTAH,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06-08-2015 19:08,6.29E+17,@JohnnyUtahsNYC,Mazatlan
13186,Donald Trump,1,yes,1,1,0.357,FOX News or Moderators,1,,FowlerwolfR,,66,,,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,,06-08-2015 19:08,6.29E+17,,
13187,,0.2298,yes,0.6421,0,0.6421,None of the above,0.4123,,RWSurferGirl,,42,,,After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:08,6.29E+17,"Newport Beach, California",Pacific Time (US & Canada)
13188,Jeb Bush,1,yes,1,1,1,None of the above,0.6932,,embena,,5,,,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates",,06-08-2015 19:08,6.29E+17,,Tehran
13189,Chris Christie,1,yes,1,0,0.6725,None of the above,1,,itsjenwbitches,,3,,,RT @loribuckmajor: It's cute how Chris Christie has the Bob's Big Boy haircut #GOPDebates,,06-08-2015 19:08,6.29E+17,302 D-Ware Crew,Eastern Time (US & Canada)
13190,No candidate mentioned,1,yes,1,0,1,None of the above,1,,fredfalcone,,0,,,"Perry just went oops, didn't get that question, while watching his TV at the hotel. #GOPDebates",,06-08-2015 19:08,6.29E+17,"Austin, Texas",
13191,Ted Cruz,0.6774,yes,1,0,0.3548,None of the above,1,,drclgrab,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06-08-2015 19:08,6.29E+17,,
13192,Mike Huckabee,1,yes,1,1,0.3636,None of the above,1,,zabackj,,0,,,Mike Huckabee. You've not received the nomination too many times. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate,,06-08-2015 19:08,6.29E+17,"New York, NY",Eastern Time (US & Canada)
13193,Jeb Bush,1,yes,1,0,0.6526,FOX News or Moderators,1,,pinkbeachlady,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:08,6.29E+17,Florida,
13194,Jeb Bush,1,yes,1,0,1,FOX News or Moderators,1,,JNYUTAH,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,06-08-2015 19:08,6.29E+17,@JohnnyUtahsNYC,Mazatlan
13195,Donald Trump,1,yes,1,0,0.3804,None of the above,1,,marcimoon,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06-08-2015 19:08,6.29E+17,Dallas,Mountain Time (US & Canada)
13196,Chris Christie,1,yes,1,0,0.3742,None of the above,1,,scottaxe,,3,,,RT @loribuckmajor: It's cute how Chris Christie has the Bob's Big Boy haircut #GOPDebates,,06-08-2015 19:08,6.29E+17,Los Angeles ,
13197,Jeb Bush,1,yes,1,0,1,None of the above,1,,FoxNewsMom,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06-08-2015 19:08,6.29E+17,"Carlsbad, CA",Pacific Time (US & Canada)
13198,Scott Walker,1,yes,1,0,1,None of the above,1,,IamMillTalk,,0,,,"Scott Walker is delusion AF, yo! #GOPDebates",,06-08-2015 19:08,6.29E+17,"Show Me State, chile",Central Time (US & Canada)
13199,No candidate mentioned,1,yes,1,0,1,Women's Issues (not abortion though),0.6593,,calllmeAudrey,,50,,,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,,06-08-2015 19:08,6.29E+17,New York,Atlantic Time (Canada)
